,critic,fresh,imdb,publication,quote,review_date,rtid,title,date,year,test
22555,Kenneth Turan,True,137439,Los Angeles Times,"Though you wouldn't know it from Hollywood's kids 'r us obsessions, directors actually can improve as they advance in age.",2001-02-14,770676953,Conte d'automne,2001-02-14,2001,False
12637,Kevin Thomas,True,119116,Los Angeles Times,"There's no doubt about it, when it comes to saving the world, Bruce Willis is your man. He does it with smarts and style, humor and courage.",2001-02-14,10557,The Fifth Element,2001-02-14,2001,False
12001,Kevin Thomas,False,119887,Los Angeles Times,"Talented and versatile actor-comedian John Leguizamo indulges himself so totally with incessant mugging, mimicking and all-around showing off that he begins to wear out his welcome before the opening credit sequence is over.",2001-02-14,11005,The Pest,2001-02-14,2001,False
19403,Kevin Thomas,True,140888,Los Angeles Times,As beautiful as it is wrenching.,2001-02-14,14037,Central do Brasil,2001-02-14,2001,False
7082,Kenneth Turan,True,117218,Los Angeles Times,"Messy, raucous, crude and undisciplined though this remake of the 1963 Jerry Lewis vehicle is, it also creates more laughter (and poignancy) than any Eddie Murphy movie has in quite some time.",2001-02-14,11123,The Nutty Professor,2001-02-14,2001,False
19731,Kenneth Turan,False,128445,Los Angeles Times,"...Anderson has an idiosyncratic sensibility, the rare ability to create a world that is completely his own. Unique worlds, however, can be off-putting enough to discourage civilians from spending time there.",2001-02-14,12953,Rushmore,2001-02-14,2001,False
19006,Kenneth Turan,True,118799,Los Angeles Times,"Its sentiment is inescapable, but genuine poignancy and pathos are also present, and an overarching sincerity is visible too.",2001-02-14,10097,La vita è bella,2001-02-14,2001,False
6140,Kenneth Turan,True,115956,Los Angeles Times,"While its re-creation of combat is not Courage Under Fire's most involving aspect, the film succeeds in making the Gulf War seem more of a real event than all the footage shipped back on CNN could.",2001-02-14,16796,Courage Under Fire,2001-02-14,2001,False
15616,Kenneth Turan,False,118577,Los Angeles Times,Burning is too good for such a wretched fiasco; only a surgical nuclear strike could suitably destroy what has to be one of the most enervating comedies ever made.,2001-02-14,16197,An Alan Smithee Film: Burn Hollywood Burn,2001-02-14,2001,False
13636,Kenneth Turan,False,119349,Los Angeles Times,It's unfortunate that as capable a team as director Lee and screenwriter-producer Schamus should have become fascinated with such unpromising material.,2001-02-14,13634,The Ice Storm,2001-02-14,2001,False
14975,Kevin Thomas,True,120888,Los Angeles Times,"A sparkling romantic comedy, the kind of picture that glides by so gracefully and unpretentiously that it's only upon reflection that you realize how much skill, caring and good judgment had to have gone into its making.",2001-02-14,10214,The Wedding Singer,2001-02-14,2001,False
19367,Kenneth Turan,True,120623,Los Angeles Times,"What A Bug's Life demonstrates is that when it comes to bugs, the most fun ones to hang out with hang exclusively with the gang at Pixar.",2001-02-14,9749,A Bug's Life,2001-02-14,2001,False
19708,Kenneth Turan,True,120794,Los Angeles Times,"The 400-member-strong Prince of Egypt team (led by directors Brenda Chapman, Steve Hickner and Simon Wells and ramrodded by executive producer Jeffrey Katzenberg) have created a succession of visual wonders.",2001-02-14,10366,The Prince of Egypt,2001-02-14,2001,False
21255,Kevin Thomas,True,120757,Los Angeles Times,"A great-looking picture that zips along with grace, light on its feet but possessed of just enough gravity to allow us to take its people rather than its old TV series premise seriously.",2001-02-14,15174,The Mod Squad,2001-02-14,2001,False
7126,Kenneth Turan,True,116365,Los Angeles Times,"Fortunately director Jackson, at home with all kinds of excess, keeps everything spinning nicely, not even losing a step when the mood turns increasingly disturbing.",2001-02-14,14032,The Frighteners,2001-02-14,2001,False
5892,Kenneth Turan,True,116282,Los Angeles Times,Chief Gunderson was created by the Coens specifically for Frances McDormand ... and they've been rewarded by a brilliant and unblinking comic performance.,2001-02-14,104762093,Fargo,2001-02-14,2001,False
17020,Kenneth Turan,True,120815,Los Angeles Times,"A powerful and impressive milestone in the realistic depiction of combat, Saving Private Ryan is as much an experience we live through as a film we watch on screen.",2001-02-14,13217,Saving Private Ryan,2001-02-14,2001,False
18968,Kevin Thomas,True,120157,Los Angeles Times,A potent comic-book-style action-adventure.,2001-02-14,13402,Soldier,2001-02-14,2001,False
14990,Kenneth Turan,False,120184,Los Angeles Times,"As the umpteenth entrant in the We-Are-Not-Alone sweepstakes, Sphere feels awfully familiar because it is.",2001-02-14,11101,Sphere,2001-02-14,2001,False
14133,Kenneth Turan,True,120201,Los Angeles Times,"A jaw-dropping experience, so rigorously one-dimensional and free from even the pretense of intelligence it's hard not to be astonished and even mesmerized by what is on the screen.",2001-02-14,13719,Starship Troopers,2001-02-14,2001,False
16236,Kenneth Turan,True,120780,Los Angeles Times,"As always with the best of Leonard, it's the journey, not the destination, that counts, and director Soderbergh has let it unfold with dry wit and great skill.",2001-02-14,13912,Out of Sight,2001-02-14,2001,False
18472,Kevin Thomas,True,120812,Los Angeles Times,Rush Hour effectively teams Jackie Chan and Chris Tucker in a formulaic but funny action comedy that should please fans of both stars.,2001-02-14,10201,Rush Hour,2001-02-14,2001,False
11941,Kenneth Turan,True,118111,Los Angeles Times,"A sly and gleeful comedy showcase that pokes clever fun at the American musical, amateur theatricals and anything else that's not nailed down.",2001-02-14,13152,Waiting for Guffman,2001-02-14,2001,False
11880,Kenneth Turan,False,119937,Los Angeles Times,"Though it is always pleasant and agreeable, this film has the bland and undemanding texture that characterizes movies made for network TV.",2001-02-14,10325,Prefontaine,2001-02-14,2001,False
7552,Kenneth Turan,False,117918,Los Angeles Times,Dispiritingly conventional and obvious.,2001-02-14,13203,Tin Cup,2001-02-14,2001,False
24623,Kevin Thomas,True,192194,Los Angeles Times,Julien donkey-boy acquires a spiritual dimension that allows it ultimately to become an act of redemption.,2001-02-14,14574,Julien Donkey-Boy,2001-02-14,2001,False
19353,Kevin Thomas,True,134067,Los Angeles Times,What is most likely to impress adults is that the world of the Rugrats is not idealized or homogenized.,2001-02-14,9774,The Rugrats Movie,2001-02-14,2001,False
23957,,False,99558,Variety,There's a by-the-numbers feel to much of the action.,2001-02-14,147524440,Fei ying gai wak,2001-02-14,2001,False
1061,Kenneth Turan,False,117002,Los Angeles Times,"Sluggish and interminable, Mary Reilly makes good on little of its potential to be disturbing and none of its chance to be emotionally involving.",2001-02-14,14651,Mary Reilly,2001-02-14,2001,False
6804,David Kronke,False,117723,Los Angeles Times,This movie unfortunately wastes a perfectly promising idea -- satirizing James Bond films along with any other pop-culture celluloid phenomenon that crosses the filmmakers' minds.,2001-02-14,11065,Spy Hard,2001-02-14,2001,False
6961,Kenneth Turan,True,117951,Los Angeles Times,"Exuberant and pitiless, profane yet eloquent, flush with the ability to create laughter out of unspeakable situations, ""Trainspotting"" is a drop-dead look at a dead-end lifestyle that has all the strength of its considerable contradictions.",2001-02-14,16743,Trainspotting,2001-02-14,2001,False
17962,Kenneth Turan,False,120577,Los Angeles Times,"Decadence has rarely looked so pathetic, lethargic and dispiriting as it does in this listless film.",2001-02-14,13650,54,2001-02-14,2001,False
11925,Jack Mathews,True,119225,Los Angeles Times,"Cast against type as the gentler of two musician junkies trying to burrow through the bureaucracy to enter a rehab clinic in Detroit, Shakur has the relaxed screen presence of a young Wesley Snipes and plays perfectly off the delirious Tim Roth.",2001-02-14,16416,Gridlock'd,2001-02-14,2001,False
22319,Kevin Thomas,True,122541,Los Angeles Times,"Wilde was always about lots more than witty repartee, and as sparkling as his play is as drawing-room comedy, it reveals his concern with the timeless values of unselfish love and forgiveness.",2001-02-14,10381,An Ideal Husband,2001-02-14,2001,False
23831,Kenneth Turan,True,126916,Los Angeles Times,Those who have even a small soft spot for baseball's soothing rhythms will be hard-pressed to resist it.,2001-02-14,10522,For Love of the Game,2001-02-14,2001,False
1089,Jack Mathews,False,115639,Los Angeles Times,"The dialogue isn't the only problem with Beautiful Girls. The characters are bad, too.",2001-02-14,13143,Beautiful Girls,2001-02-14,2001,False
17984,Kenneth Turan,False,123324,Los Angeles Times,"Though Nava's soapy directing style makes Fools watchable enough in a campy way, the film's unsophisticated nature undermines its better qualities.",2001-02-14,14374,Why Do Fools Fall in Love,2001-02-14,2001,False
12805,Kevin Thomas,False,117561,Los Angeles Times,Schizopolis represents a minor act of self-indulgence on the part of the sometimes eccentric Steven Soderbergh but results in major tedium for the viewer.,2001-02-14,21176,Schizopolis,2001-02-14,2001,False
20064,Kevin Thomas,True,120514,Los Angeles Times,Likely to remain the definitive screen treatment of Oscar Wilde for years to come.,2001-02-14,14071,Wilde,2001-02-14,2001,False
19624,Kenneth Turan,False,124198,Los Angeles Times,"...hollow, simple-minded and about as profound an experience as stepping in a pile of road kill.",2001-02-14,16423,Very Bad Things,2001-02-14,2001,False
13253,Kenneth Turan,False,118883,Los Angeles Times,"In the hands of stars in denial about their stardom and a director who can't be bothered to take things seriously, it has come out implausible and unsatisfying, a comic thriller that is not especially funny or thrilling.",2001-02-14,13448,Conspiracy Theory,2001-02-14,2001,False
23958,Kevin Thomas,True,99558,Los Angeles Times,"Terrific, fun.",2001-02-14,147524440,Fei ying gai wak,2001-02-14,2001,False
20557,Kenneth Turan,False,120784,Los Angeles Times,"It's undone not so much by the shadow of Lee Marvin falling heavily on it (which it does) as by the twin obstacles of big star image and, more to the point, excessive violence.",2001-02-14,13475,Payback,2001-02-14,2001,False
14672,Kenneth Turan,False,119485,Los Angeles Times,"Careful and respectful, it is everything a movie about the Dalai Lama should be except dramatically involving.",2001-02-14,10521,Kundun,2001-02-14,2001,False
12487,Jack Mathews,True,120032,Los Angeles Times,Beneath the endless silliness of the movie beats a real heart,2001-02-14,13484,Romy and Michele's High School Reunion,2001-02-14,2001,False
7038,Kenneth Turan,False,115798,Los Angeles Times,A misguided attempt to extend [Carrey's] range by having him play someone who is demented and dangerous.,2001-02-14,10786,The Cable Guy,2001-02-14,2001,False
16022,Kenneth Turan,False,120787,Los Angeles Times,"A Perfect Murder begins better than it ends, and the pleasures it offers turn out to be more of a transitory nature.",2001-02-14,13408,A Perfect Murder,2001-02-14,2001,False
18530,Bob Heisler,False,146336,Los Angeles Times,"A low-voltage drive-in movie, made strictly by the book.",2001-02-14,14372,Urban Legend,2001-02-14,2001,False
8483,Kevin Thomas,True,117011,Los Angeles Times,Lam not only handles the bravura action set pieces with ease but also a capable international cast as colorful and varied as the film's many locales.,2001-02-14,15020,Maximum Risk,2001-02-14,2001,False
13533,Kevin Thomas,True,120169,Los Angeles Times,"Tillman drew inspiration from his own Milwaukee family, his beloved grandmother in particular. Humor, sentiment and melodrama strike a balance as he brings to life nine major characters and a host of others as well.",2001-02-14,16831,Soul Food,2001-02-14,2001,False
7680,Kevin Thomas,True,116745,Los Angeles Times,"It could never for an instant be mistaken for anything but a Robert Altman film, and that counts for a lot.",2001-02-14,16146,Kansas City,2001-02-14,2001,False
21153,Kenneth Turan,True,141098,Los Angeles Times,A most pleasant and diverting venture.,2001-02-14,11350,Forces of Nature,2001-02-14,2001,False
